state,age,vaccination,risk,year,value,value_min,value_max,iso,disease,R0
new_case,All,All,All,1950,194384,193118,195040,AFG,diphtheria,1
new_case,All,All,All,1951,229764,225478,231239,AFG,diphtheria,1
new_case,All,All,All,1952,189527,187271,194107,AFG,diphtheria,1
new_case,All,All,All,1953,168302,167125,170130,AFG,diphtheria,1
new_case,All,All,All,1954,154729,153869,155065,AFG,diphtheria,1
new_case,All,All,All,1955,145917,144219,146614,AFG,diphtheria,1
new_case,All,All,All,1956,139499,138535,140035,AFG,diphtheria,1
new_case,All,All,All,1957,134474,132706,138263,AFG,diphtheria,1
new_case,All,All,All,1958,127695,125686,128543,AFG,diphtheria,1
new_case,All,All,All,1959,123794,123199,125806,AFG,diphtheria,1
new_case,All,All,All,1960,120091,118690,121354,AFG,diphtheria,1
new_case,All,All,All,1961,117307,116290,117379,AFG,diphtheria,1
new_case,All,All,All,1962,115068,114261,116084,AFG,diphtheria,1
new_case,All,All,All,1963,112653,111755,113252,AFG,diphtheria,1
new_case,All,All,All,1964,113511,111855,114225,AFG,diphtheria,1
new_case,All,All,All,1965,109896,108883,110963,AFG,diphtheria,1
new_case,All,All,All,1966,108916,107248,109588,AFG,diphtheria,1
new_case,All,All,All,1967,107744,106313,108566,AFG,diphtheria,1
new_case,All,All,All,1968,106589,106244,107204,AFG,diphtheria,1
new_case,All,All,All,1969,105391,105106,107570,AFG,diphtheria,1
new_case,All,All,All,1970,105746,103947,106542,AFG,diphtheria,1
new_case,All,All,All,1971,106557,105959,107620,AFG,diphtheria,1
new_case,All,All,All,1972,103670,103048,104648,AFG,diphtheria,1
new_case,All,All,All,1973,102734,102390,103495,AFG,diphtheria,1
new_case,All,All,All,1974,102518,101630,103229,AFG,diphtheria,1
new_case,All,All,All,1975,101448,101036,102001,AFG,diphtheria,1
new_case,All,All,All,1976,100651,99685,102230,AFG,diphtheria,1
new_case,All,All,All,1977,99598,98976,100637,AFG,diphtheria,1
new_case,All,All,All,1978,101516,101087,102773,AFG,diphtheria,1
new_case,All,All,All,1979,98666,97373,99598,AFG,diphtheria,1
new_case,All,All,All,1980,5955,5830,6129,AFG,diphtheria,1
new_case,All,All,All,1981,1464,1464,1464,AFG,diphtheria,1
new_case,All,All,All,1982,1563,1563,1563,AFG,diphtheria,1
new_case,All,All,All,1983,1940,1940,1940,AFG,diphtheria,1
new_case,All,All,All,1984,555,555,555,AFG,diphtheria,1
new_case,All,All,All,1985,3179,3179,3179,AFG,diphtheria,1
new_case,All,All,All,1986,1053,1053,1053,AFG,diphtheria,1
new_case,All,All,All,1987,1272,1272,1272,AFG,diphtheria,1
new_case,All,All,All,1988,661,661,661,AFG,diphtheria,1
new_case,All,All,All,1989,286,286,286,AFG,diphtheria,1
new_case,All,All,All,1990,368,368,368,AFG,diphtheria,1
new_case,All,All,All,1991,21,21,21,AFG,diphtheria,1
new_case,All,All,All,1992,0,0,0,AFG,diphtheria,1
new_case,All,All,All,1993,0,0,0,AFG,diphtheria,1
new_case,All,All,All,1994,0,0,0,AFG,diphtheria,1
new_case,All,All,All,1995,0,0,0,AFG,diphtheria,1
new_case,All,All,All,1996,0,0,0,AFG,diphtheria,1
new_case,All,All,All,1997,0,0,0,AFG,diphtheria,1
new_case,All,All,All,1998,84,84,84,AFG,diphtheria,1
new_case,All,All,All,1999,297,297,297,AFG,diphtheria,1
new_case,All,All,All,2000,84,84,84,AFG,diphtheria,1
new_case,All,All,All,2001,0,0,0,AFG,diphtheria,1
new_case,All,All,All,2002,854,854,854,AFG,diphtheria,1
new_case,All,All,All,2003,79,79,79,AFG,diphtheria,1
new_case,All,All,All,2004,26,26,26,AFG,diphtheria,1
new_case,All,All,All,2005,179,179,179,AFG,diphtheria,1
new_case,All,All,All,2006,53,53,53,AFG,diphtheria,1
new_case,All,All,All,2007,104,104,104,AFG,diphtheria,1
new_case,All,All,All,2008,0,0,0,AFG,diphtheria,1
new_case,All,All,All,2009,0,0,0,AFG,diphtheria,1
new_case,All,All,All,2010,0,0,0,AFG,diphtheria,1
new_case,All,All,All,2011,0,0,0,AFG,diphtheria,1
new_case,All,All,All,2012,0,0,0,AFG,diphtheria,1
new_case,All,All,All,2013,0,0,0,AFG,diphtheria,1
new_case,All,All,All,2014,0,0,0,AFG,diphtheria,1
new_case,All,All,All,2015,0,0,0,AFG,diphtheria,1
new_case,All,All,All,2016,0,0,0,AFG,diphtheria,1
new_case,All,All,All,2017,1,1,1,AFG,diphtheria,1
new_case,All,All,All,2018,3,3,3,AFG,diphtheria,1
new_case,All,All,All,2019,0,0,0,AFG,diphtheria,1
new_case,All,All,All,2020,0,0,0,AFG,diphtheria,1
new_case,All,All,All,2021,61,61,61,AFG,diphtheria,1
new_case,All,All,All,2022,50,50,50,AFG,diphtheria,1
new_case,All,All,All,2023,61,61,61,AFG,diphtheria,1
new_case,All,All,All,1950,4583545,4573110,4589477,AFG,diphtheria,2
new_case,All,All,All,1951,319720,318030,324414,AFG,diphtheria,2
new_case,All,All,All,1952,89376,89112,89521,AFG,diphtheria,2
new_case,All,All,All,1953,90847,89987,91836,AFG,diphtheria,2
new_case,All,All,All,1954,93648,93236,94174,AFG,diphtheria,2
new_case,All,All,All,1955,95263,94744,95308,AFG,diphtheria,2
new_case,All,All,All,1956,98155,97434,98266,AFG,diphtheria,2
new_case,All,All,All,1957,102571,102230,103613,AFG,diphtheria,2
new_case,All,All,All,1958,103927,102538,104660,AFG,diphtheria,2
new_case,All,All,All,1959,106272,105882,107065,AFG,diphtheria,2
new_case,All,All,All,1960,110568,109897,111607,AFG,diphtheria,2
new_case,All,All,All,1961,114245,113103,115725,AFG,diphtheria,2
new_case,All,All,All,1962,119399,117713,120777,AFG,diphtheria,2
new_case,All,All,All,1963,125630,125157,126368,AFG,diphtheria,2
new_case,All,All,All,1964,132602,132200,133014,AFG,diphtheria,2
new_case,All,All,All,1965,134097,133013,137030,AFG,diphtheria,2
new_case,All,All,All,1966,140444,139281,141187,AFG,diphtheria,2
new_case,All,All,All,1967,146926,145831,148263,AFG,diphtheria,2
new_case,All,All,All,1968,154953,152200,155914,AFG,diphtheria,2
new_case,All,All,All,1969,160008,154620,161653,AFG,diphtheria,2
new_case,All,All,All,1970,166163,162283,168247,AFG,diphtheria,2
new_case,All,All,All,1971,175737,171246,177168,AFG,diphtheria,2
new_case,All,All,All,1972,176307,172276,178645,AFG,diphtheria,2
new_case,All,All,All,1973,178899,174553,181355,AFG,diphtheria,2
new_case,All,All,All,1974,180912,178957,183155,AFG,diphtheria,2
new_case,All,All,All,1975,181050,180007,182497,AFG,diphtheria,2
new_case,All,All,All,1976,180250,176956,183827,AFG,diphtheria,2
new_case,All,All,All,1977,181322,177601,185421,AFG,diphtheria,2
new_case,All,All,All,1978,185129,183810,187814,AFG,diphtheria,2
new_case,All,All,All,1979,179782,175406,182299,AFG,diphtheria,2
new_case,All,All,All,1980,10350,10131,10630,AFG,diphtheria,2
new_case,All,All,All,1981,1464,1464,1464,AFG,diphtheria,2
new_case,All,All,All,1982,1563,1563,1563,AFG,diphtheria,2
new_case,All,All,All,1983,1940,1940,1940,AFG,diphtheria,2
new_case,All,All,All,1984,555,555,555,AFG,diphtheria,2
new_case,All,All,All,1985,3179,3179,3179,AFG,diphtheria,2
new_case,All,All,All,1986,1053,1053,1053,AFG,diphtheria,2
new_case,All,All,All,1987,1272,1272,1272,AFG,diphtheria,2
new_case,All,All,All,1988,661,661,661,AFG,diphtheria,2
new_case,All,All,All,1989,286,286,286,AFG,diphtheria,2
new_case,All,All,All,1990,368,368,368,AFG,diphtheria,2
new_case,All,All,All,1991,21,21,21,AFG,diphtheria,2
new_case,All,All,All,1992,0,0,0,AFG,diphtheria,2
new_case,All,All,All,1993,0,0,0,AFG,diphtheria,2
new_case,All,All,All,1994,0,0,0,AFG,diphtheria,2
new_case,All,All,All,1995,0,0,0,AFG,diphtheria,2
new_case,All,All,All,1996,0,0,0,AFG,diphtheria,2
new_case,All,All,All,1997,0,0,0,AFG,diphtheria,2
new_case,All,All,All,1998,84,84,84,AFG,diphtheria,2
new_case,All,All,All,1999,297,297,297,AFG,diphtheria,2
new_case,All,All,All,2000,84,84,84,AFG,diphtheria,2
new_case,All,All,All,2001,0,0,0,AFG,diphtheria,2
new_case,All,All,All,2002,854,854,854,AFG,diphtheria,2
new_case,All,All,All,2003,79,79,79,AFG,diphtheria,2
new_case,All,All,All,2004,26,26,26,AFG,diphtheria,2
new_case,All,All,All,2005,179,179,179,AFG,diphtheria,2
new_case,All,All,All,2006,53,53,53,AFG,diphtheria,2
new_case,All,All,All,2007,104,104,104,AFG,diphtheria,2
new_case,All,All,All,2008,0,0,0,AFG,diphtheria,2
new_case,All,All,All,2009,0,0,0,AFG,diphtheria,2
new_case,All,All,All,2010,0,0,0,AFG,diphtheria,2
new_case,All,All,All,2011,0,0,0,AFG,diphtheria,2
new_case,All,All,All,2012,0,0,0,AFG,diphtheria,2
new_case,All,All,All,2013,0,0,0,AFG,diphtheria,2
new_case,All,All,All,2014,0,0,0,AFG,diphtheria,2
new_case,All,All,All,2015,0,0,0,AFG,diphtheria,2
new_case,All,All,All,2016,0,0,0,AFG,diphtheria,2
new_case,All,All,All,2017,1,1,1,AFG,diphtheria,2
new_case,All,All,All,2018,3,3,3,AFG,diphtheria,2
new_case,All,All,All,2019,0,0,0,AFG,diphtheria,2
new_case,All,All,All,2020,0,0,0,AFG,diphtheria,2
new_case,All,All,All,2021,61,61,61,AFG,diphtheria,2
new_case,All,All,All,2022,50,50,50,AFG,diphtheria,2
new_case,All,All,All,2023,61,61,61,AFG,diphtheria,2
new_case,All,All,All,1950,6721406,6716176,6723880,AFG,diphtheria,3
new_case,All,All,All,1951,58472,58322,58579,AFG,diphtheria,3
new_case,All,All,All,1952,60583,60249,60686,AFG,diphtheria,3
new_case,All,All,All,1953,63840,63530,64092,AFG,diphtheria,3
new_case,All,All,All,1954,67590,67256,67860,AFG,diphtheria,3
new_case,All,All,All,1955,72460,71932,72933,AFG,diphtheria,3
new_case,All,All,All,1956,78437,77883,78762,AFG,diphtheria,3
new_case,All,All,All,1957,86922,86391,87702,AFG,diphtheria,3
new_case,All,All,All,1958,93965,93053,94284,AFG,diphtheria,3
new_case,All,All,All,1959,103133,103004,105966,AFG,diphtheria,3
new_case,All,All,All,1960,117196,115870,119249,AFG,diphtheria,3
new_case,All,All,All,1961,131841,131429,133556,AFG,diphtheria,3
new_case,All,All,All,1962,148572,145717,153490,AFG,diphtheria,3
new_case,All,All,All,1963,170270,167098,170429,AFG,diphtheria,3
new_case,All,All,All,1964,193408,192124,195669,AFG,diphtheria,3
new_case,All,All,All,1965,212834,210987,216306,AFG,diphtheria,3
new_case,All,All,All,1966,228602,225207,232820,AFG,diphtheria,3
new_case,All,All,All,1967,242290,239729,246335,AFG,diphtheria,3
new_case,All,All,All,1968,261056,250751,268193,AFG,diphtheria,3
new_case,All,All,All,1969,266121,263728,270189,AFG,diphtheria,3
new_case,All,All,All,1970,271474,263800,277355,AFG,diphtheria,3
new_case,All,All,All,1971,279739,276372,285975,AFG,diphtheria,3
new_case,All,All,All,1972,274141,269692,276041,AFG,diphtheria,3
new_case,All,All,All,1973,267970,266655,274716,AFG,diphtheria,3
new_case,All,All,All,1974,268873,263983,271750,AFG,diphtheria,3
new_case,All,All,All,1975,265471,259998,266698,AFG,diphtheria,3
new_case,All,All,All,1976,262382,257929,265356,AFG,diphtheria,3
new_case,All,All,All,1977,257616,256712,263360,AFG,diphtheria,3
new_case,All,All,All,1978,262063,261720,269134,AFG,diphtheria,3
new_case,All,All,All,1979,247569,242411,254382,AFG,diphtheria,3
new_case,All,All,All,1980,14034,13570,14208,AFG,diphtheria,3
new_case,All,All,All,1981,1464,1464,1464,AFG,diphtheria,3
new_case,All,All,All,1982,1563,1563,1563,AFG,diphtheria,3
new_case,All,All,All,1983,1940,1940,1940,AFG,diphtheria,3
new_case,All,All,All,1984,555,555,555,AFG,diphtheria,3
new_case,All,All,All,1985,3179,3179,3179,AFG,diphtheria,3
new_case,All,All,All,1986,1053,1053,1053,AFG,diphtheria,3
new_case,All,All,All,1987,1272,1272,1272,AFG,diphtheria,3
new_case,All,All,All,1988,661,661,661,AFG,diphtheria,3
new_case,All,All,All,1989,286,286,286,AFG,diphtheria,3
new_case,All,All,All,1990,368,368,368,AFG,diphtheria,3
new_case,All,All,All,1991,21,21,21,AFG,diphtheria,3
new_case,All,All,All,1992,0,0,0,AFG,diphtheria,3
new_case,All,All,All,1993,0,0,0,AFG,diphtheria,3
new_case,All,All,All,1994,0,0,0,AFG,diphtheria,3
new_case,All,All,All,1995,0,0,0,AFG,diphtheria,3
new_case,All,All,All,1996,0,0,0,AFG,diphtheria,3
new_case,All,All,All,1997,0,0,0,AFG,diphtheria,3
new_case,All,All,All,1998,84,84,84,AFG,diphtheria,3
new_case,All,All,All,1999,297,297,297,AFG,diphtheria,3
new_case,All,All,All,2000,84,84,84,AFG,diphtheria,3
new_case,All,All,All,2001,0,0,0,AFG,diphtheria,3
new_case,All,All,All,2002,854,854,854,AFG,diphtheria,3
new_case,All,All,All,2003,79,79,79,AFG,diphtheria,3
new_case,All,All,All,2004,26,26,26,AFG,diphtheria,3
new_case,All,All,All,2005,179,179,179,AFG,diphtheria,3
new_case,All,All,All,2006,53,53,53,AFG,diphtheria,3
new_case,All,All,All,2007,104,104,104,AFG,diphtheria,3
new_case,All,All,All,2008,0,0,0,AFG,diphtheria,3
new_case,All,All,All,2009,0,0,0,AFG,diphtheria,3
new_case,All,All,All,2010,0,0,0,AFG,diphtheria,3
new_case,All,All,All,2011,0,0,0,AFG,diphtheria,3
new_case,All,All,All,2012,0,0,0,AFG,diphtheria,3
new_case,All,All,All,2013,0,0,0,AFG,diphtheria,3
new_case,All,All,All,2014,0,0,0,AFG,diphtheria,3
new_case,All,All,All,2015,0,0,0,AFG,diphtheria,3
new_case,All,All,All,2016,0,0,0,AFG,diphtheria,3
new_case,All,All,All,2017,1,1,1,AFG,diphtheria,3
new_case,All,All,All,2018,3,3,3,AFG,diphtheria,3
new_case,All,All,All,2019,0,0,0,AFG,diphtheria,3
new_case,All,All,All,2020,0,0,0,AFG,diphtheria,3
new_case,All,All,All,2021,61,61,61,AFG,diphtheria,3
new_case,All,All,All,2022,50,50,50,AFG,diphtheria,3
new_case,All,All,All,2023,61,61,61,AFG,diphtheria,3
new_case,All,All,All,1950,7402025,7400125,7404536,AFG,diphtheria,4
new_case,All,All,All,1951,50544,50403,50605,AFG,diphtheria,4
new_case,All,All,All,1952,53677,53640,54304,AFG,diphtheria,4
new_case,All,All,All,1953,58065,57574,58284,AFG,diphtheria,4
new_case,All,All,All,1954,63655,63608,63809,AFG,diphtheria,4
new_case,All,All,All,1955,71526,70990,71688,AFG,diphtheria,4
new_case,All,All,All,1956,81434,80301,83229,AFG,diphtheria,4
new_case,All,All,All,1957,97248,96493,99532,AFG,diphtheria,4
new_case,All,All,All,1958,116209,112823,117616,AFG,diphtheria,4
new_case,All,All,All,1959,142045,140803,144432,AFG,diphtheria,4
new_case,All,All,All,1960,176737,172805,180614,AFG,diphtheria,4
new_case,All,All,All,1961,218551,217522,220213,AFG,diphtheria,4
new_case,All,All,All,1962,260862,253436,265484,AFG,diphtheria,4
new_case,All,All,All,1963,282378,279364,285668,AFG,diphtheria,4
new_case,All,All,All,1964,294430,290308,302247,AFG,diphtheria,4
new_case,All,All,All,1965,290149,287503,291361,AFG,diphtheria,4
new_case,All,All,All,1966,296026,294614,301205,AFG,diphtheria,4
new_case,All,All,All,1967,299770,291899,306480,AFG,diphtheria,4
new_case,All,All,All,1968,310233,303588,317493,AFG,diphtheria,4
new_case,All,All,All,1969,317292,311770,321129,AFG,diphtheria,4
new_case,All,All,All,1970,325225,312049,326053,AFG,diphtheria,4
new_case,All,All,All,1971,340727,332696,346486,AFG,diphtheria,4
new_case,All,All,All,1972,326717,322329,336185,AFG,diphtheria,4
new_case,All,All,All,1973,324116,316237,332428,AFG,diphtheria,4
new_case,All,All,All,1974,317708,312959,324832,AFG,diphtheria,4
new_case,All,All,All,1975,317548,312354,322533,AFG,diphtheria,4
new_case,All,All,All,1976,319099,310621,324690,AFG,diphtheria,4
new_case,All,All,All,1977,312160,308374,317423,AFG,diphtheria,4
new_case,All,All,All,1978,318752,314988,325360,AFG,diphtheria,4
new_case,All,All,All,1979,305645,297026,309415,AFG,diphtheria,4
new_case,All,All,All,1980,16427,16295,17114,AFG,diphtheria,4
new_case,All,All,All,1981,1464,1464,1464,AFG,diphtheria,4
new_case,All,All,All,1982,1563,1563,1563,AFG,diphtheria,4
new_case,All,All,All,1983,1940,1940,1940,AFG,diphtheria,4
new_case,All,All,All,1984,555,555,555,AFG,diphtheria,4
new_case,All,All,All,1985,3179,3179,3179,AFG,diphtheria,4
new_case,All,All,All,1986,1053,1053,1053,AFG,diphtheria,4
new_case,All,All,All,1987,1272,1272,1272,AFG,diphtheria,4
new_case,All,All,All,1988,661,661,661,AFG,diphtheria,4
new_case,All,All,All,1989,286,286,286,AFG,diphtheria,4
new_case,All,All,All,1990,368,368,368,AFG,diphtheria,4
new_case,All,All,All,1991,21,21,21,AFG,diphtheria,4
new_case,All,All,All,1992,0,0,0,AFG,diphtheria,4
new_case,All,All,All,1993,0,0,0,AFG,diphtheria,4
new_case,All,All,All,1994,0,0,0,AFG,diphtheria,4
new_case,All,All,All,1995,0,0,0,AFG,diphtheria,4
new_case,All,All,All,1996,0,0,0,AFG,diphtheria,4
new_case,All,All,All,1997,0,0,0,AFG,diphtheria,4
new_case,All,All,All,1998,84,84,84,AFG,diphtheria,4
new_case,All,All,All,1999,297,297,297,AFG,diphtheria,4
new_case,All,All,All,2000,84,84,84,AFG,diphtheria,4
new_case,All,All,All,2001,0,0,0,AFG,diphtheria,4
new_case,All,All,All,2002,854,854,854,AFG,diphtheria,4
new_case,All,All,All,2003,79,79,79,AFG,diphtheria,4
new_case,All,All,All,2004,26,26,26,AFG,diphtheria,4
new_case,All,All,All,2005,179,179,179,AFG,diphtheria,4
new_case,All,All,All,2006,53,53,53,AFG,diphtheria,4
new_case,All,All,All,2007,104,104,104,AFG,diphtheria,4
new_case,All,All,All,2008,0,0,0,AFG,diphtheria,4
new_case,All,All,All,2009,0,0,0,AFG,diphtheria,4
new_case,All,All,All,2010,0,0,0,AFG,diphtheria,4
new_case,All,All,All,2011,0,0,0,AFG,diphtheria,4
new_case,All,All,All,2012,0,0,0,AFG,diphtheria,4
new_case,All,All,All,2013,0,0,0,AFG,diphtheria,4
new_case,All,All,All,2014,0,0,0,AFG,diphtheria,4
new_case,All,All,All,2015,0,0,0,AFG,diphtheria,4
new_case,All,All,All,2016,0,0,0,AFG,diphtheria,4
new_case,All,All,All,2017,1,1,1,AFG,diphtheria,4
new_case,All,All,All,2018,3,3,3,AFG,diphtheria,4
new_case,All,All,All,2019,0,0,0,AFG,diphtheria,4
new_case,All,All,All,2020,0,0,0,AFG,diphtheria,4
new_case,All,All,All,2021,61,61,61,AFG,diphtheria,4
new_case,All,All,All,2022,50,50,50,AFG,diphtheria,4
new_case,All,All,All,2023,61,61,61,AFG,diphtheria,4
new_case,All,All,All,1950,7674382,7671749,7680077,AFG,diphtheria,5
new_case,All,All,All,1951,48270,48152,48431,AFG,diphtheria,5
new_case,All,All,All,1952,52364,52144,52491,AFG,diphtheria,5
new_case,All,All,All,1953,58134,57671,58584,AFG,diphtheria,5
new_case,All,All,All,1954,66458,66142,66845,AFG,diphtheria,5
new_case,All,All,All,1955,80417,79836,80593,AFG,diphtheria,5
new_case,All,All,All,1956,100327,99526,101005,AFG,diphtheria,5
new_case,All,All,All,1957,135293,132605,136636,AFG,diphtheria,5
new_case,All,All,All,1958,184044,182570,185440,AFG,diphtheria,5
new_case,All,All,All,1959,248582,243157,253704,AFG,diphtheria,5
new_case,All,All,All,1960,298064,291454,302663,AFG,diphtheria,5
new_case,All,All,All,1961,305195,300550,315322,AFG,diphtheria,5
new_case,All,All,All,1962,306585,298442,317394,AFG,diphtheria,5
new_case,All,All,All,1963,306537,304951,315104,AFG,diphtheria,5
new_case,All,All,All,1964,319371,317422,324293,AFG,diphtheria,5
new_case,All,All,All,1965,324203,312903,326621,AFG,diphtheria,5
new_case,All,All,All,1966,332062,322478,336287,AFG,diphtheria,5
new_case,All,All,All,1967,337823,337228,347371,AFG,diphtheria,5
new_case,All,All,All,1968,349542,342666,363520,AFG,diphtheria,5
new_case,All,All,All,1969,359224,350946,364960,AFG,diphtheria,5
new_case,All,All,All,1970,372178,366576,379839,AFG,diphtheria,5
new_case,All,All,All,1971,387554,380045,401854,AFG,diphtheria,5
new_case,All,All,All,1972,363493,362188,374382,AFG,diphtheria,5
new_case,All,All,All,1973,354396,346219,371841,AFG,diphtheria,5
new_case,All,All,All,1974,357253,353669,365625,AFG,diphtheria,5
new_case,All,All,All,1975,352923,349199,371444,AFG,diphtheria,5
new_case,All,All,All,1976,352849,350947,355816,AFG,diphtheria,5
new_case,All,All,All,1977,359704,337052,361956,AFG,diphtheria,5
new_case,All,All,All,1978,364646,353187,367150,AFG,diphtheria,5
new_case,All,All,All,1979,341198,334961,347768,AFG,diphtheria,5
new_case,All,All,All,1980,18333,18124,18750,AFG,diphtheria,5
new_case,All,All,All,1981,1464,1464,1464,AFG,diphtheria,5
new_case,All,All,All,1982,1563,1563,1563,AFG,diphtheria,5
new_case,All,All,All,1983,1940,1940,1940,AFG,diphtheria,5
new_case,All,All,All,1984,555,555,555,AFG,diphtheria,5
new_case,All,All,All,1985,3179,3179,3179,AFG,diphtheria,5
new_case,All,All,All,1986,1053,1053,1053,AFG,diphtheria,5
new_case,All,All,All,1987,1272,1272,1272,AFG,diphtheria,5
new_case,All,All,All,1988,661,661,661,AFG,diphtheria,5
new_case,All,All,All,1989,286,286,286,AFG,diphtheria,5
new_case,All,All,All,1990,368,368,368,AFG,diphtheria,5
new_case,All,All,All,1991,21,21,21,AFG,diphtheria,5
new_case,All,All,All,1992,0,0,0,AFG,diphtheria,5
new_case,All,All,All,1993,0,0,0,AFG,diphtheria,5
new_case,All,All,All,1994,0,0,0,AFG,diphtheria,5
new_case,All,All,All,1995,0,0,0,AFG,diphtheria,5
new_case,All,All,All,1996,0,0,0,AFG,diphtheria,5
new_case,All,All,All,1997,0,0,0,AFG,diphtheria,5
new_case,All,All,All,1998,84,84,84,AFG,diphtheria,5
new_case,All,All,All,1999,297,297,297,AFG,diphtheria,5
new_case,All,All,All,2000,84,84,84,AFG,diphtheria,5
new_case,All,All,All,2001,0,0,0,AFG,diphtheria,5
new_case,All,All,All,2002,854,854,854,AFG,diphtheria,5
new_case,All,All,All,2003,79,79,79,AFG,diphtheria,5
new_case,All,All,All,2004,26,26,26,AFG,diphtheria,5
new_case,All,All,All,2005,179,179,179,AFG,diphtheria,5
new_case,All,All,All,2006,53,53,53,AFG,diphtheria,5
new_case,All,All,All,2007,104,104,104,AFG,diphtheria,5
new_case,All,All,All,2008,0,0,0,AFG,diphtheria,5
new_case,All,All,All,2009,0,0,0,AFG,diphtheria,5
new_case,All,All,All,2010,0,0,0,AFG,diphtheria,5
new_case,All,All,All,2011,0,0,0,AFG,diphtheria,5
new_case,All,All,All,2012,0,0,0,AFG,diphtheria,5
new_case,All,All,All,2013,0,0,0,AFG,diphtheria,5
new_case,All,All,All,2014,0,0,0,AFG,diphtheria,5
new_case,All,All,All,2015,0,0,0,AFG,diphtheria,5
new_case,All,All,All,2016,0,0,0,AFG,diphtheria,5
new_case,All,All,All,2017,1,1,1,AFG,diphtheria,5
new_case,All,All,All,2018,3,3,3,AFG,diphtheria,5
new_case,All,All,All,2019,0,0,0,AFG,diphtheria,5
new_case,All,All,All,2020,0,0,0,AFG,diphtheria,5
new_case,All,All,All,2021,61,61,61,AFG,diphtheria,5
new_case,All,All,All,2022,50,50,50,AFG,diphtheria,5
new_case,All,All,All,2023,61,61,61,AFG,diphtheria,5
new_case,All,All,All,1950,7791578,7788897,7794452,AFG,diphtheria,6
new_case,All,All,All,1951,47770,47726,47865,AFG,diphtheria,6
new_case,All,All,All,1952,53022,52626,53107,AFG,diphtheria,6
new_case,All,All,All,1953,60903,60381,61256,AFG,diphtheria,6
new_case,All,All,All,1954,73629,73226,73971,AFG,diphtheria,6
new_case,All,All,All,1955,98145,96622,98338,AFG,diphtheria,6
new_case,All,All,All,1956,143174,140253,146272,AFG,diphtheria,6
new_case,All,All,All,1957,224336,223210,228547,AFG,diphtheria,6
new_case,All,All,All,1958,301524,292156,308544,AFG,diphtheria,6
new_case,All,All,All,1959,319267,308011,330422,AFG,diphtheria,6
new_case,All,All,All,1960,307570,303354,318566,AFG,diphtheria,6
new_case,All,All,All,1961,310828,304685,315869,AFG,diphtheria,6
new_case,All,All,All,1962,318980,316390,322688,AFG,diphtheria,6
new_case,All,All,All,1963,333408,319190,338212,AFG,diphtheria,6
new_case,All,All,All,1964,348959,346487,354745,AFG,diphtheria,6
new_case,All,All,All,1965,355659,351688,357252,AFG,diphtheria,6
new_case,All,All,All,1966,358260,351684,365875,AFG,diphtheria,6
new_case,All,All,All,1967,376295,368301,379620,AFG,diphtheria,6
new_case,All,All,All,1968,379840,373723,394058,AFG,diphtheria,6
new_case,All,All,All,1969,394370,387053,405952,AFG,diphtheria,6
new_case,All,All,All,1970,411841,401520,420202,AFG,diphtheria,6
new_case,All,All,All,1971,416171,402371,421745,AFG,diphtheria,6
new_case,All,All,All,1972,394752,385783,402216,AFG,diphtheria,6
new_case,All,All,All,1973,394686,380408,401103,AFG,diphtheria,6
new_case,All,All,All,1974,390661,384133,392964,AFG,diphtheria,6
new_case,All,All,All,1975,386071,375176,390999,AFG,diphtheria,6
new_case,All,All,All,1976,386233,379665,391052,AFG,diphtheria,6
new_case,All,All,All,1977,379850,362755,397423,AFG,diphtheria,6
new_case,All,All,All,1978,401635,397121,410705,AFG,diphtheria,6
new_case,All,All,All,1979,377256,356702,383182,AFG,diphtheria,6
new_case,All,All,All,1980,19715,18819,19839,AFG,diphtheria,6
new_case,All,All,All,1981,1464,1464,1464,AFG,diphtheria,6
new_case,All,All,All,1982,1563,1563,1563,AFG,diphtheria,6
new_case,All,All,All,1983,1940,1940,1940,AFG,diphtheria,6
new_case,All,All,All,1984,555,555,555,AFG,diphtheria,6
new_case,All,All,All,1985,3179,3179,3179,AFG,diphtheria,6
new_case,All,All,All,1986,1053,1053,1053,AFG,diphtheria,6
new_case,All,All,All,1987,1272,1272,1272,AFG,diphtheria,6
new_case,All,All,All,1988,661,661,661,AFG,diphtheria,6
new_case,All,All,All,1989,286,286,286,AFG,diphtheria,6
new_case,All,All,All,1990,368,368,368,AFG,diphtheria,6
new_case,All,All,All,1991,21,21,21,AFG,diphtheria,6
new_case,All,All,All,1992,0,0,0,AFG,diphtheria,6
new_case,All,All,All,1993,0,0,0,AFG,diphtheria,6
new_case,All,All,All,1994,0,0,0,AFG,diphtheria,6
new_case,All,All,All,1995,0,0,0,AFG,diphtheria,6
new_case,All,All,All,1996,0,0,0,AFG,diphtheria,6
new_case,All,All,All,1997,0,0,0,AFG,diphtheria,6
new_case,All,All,All,1998,84,84,84,AFG,diphtheria,6
new_case,All,All,All,1999,297,297,297,AFG,diphtheria,6
new_case,All,All,All,2000,84,84,84,AFG,diphtheria,6
new_case,All,All,All,2001,0,0,0,AFG,diphtheria,6
new_case,All,All,All,2002,854,854,854,AFG,diphtheria,6
new_case,All,All,All,2003,79,79,79,AFG,diphtheria,6
new_case,All,All,All,2004,26,26,26,AFG,diphtheria,6
new_case,All,All,All,2005,179,179,179,AFG,diphtheria,6
new_case,All,All,All,2006,53,53,53,AFG,diphtheria,6
new_case,All,All,All,2007,104,104,104,AFG,diphtheria,6
